-9.42478	-1
-9.32478	-0.995004
-9.22478	-0.980067
-9.12478	-0.955336
-9.02478	-0.921061
-8.92478	-0.877583
-8.82478	-0.825336
-8.72478	-0.764842
-8.62478	-0.696707
-8.52478	-0.62161
-8.42478	-0.540302
-8.32478	-0.453596
-8.22478	-0.362358
-8.12478	-0.267499
-8.02478	-0.169967
-7.92478	-0.0707372
-7.82478	0.0291995
-7.72478	0.128844
-7.62478	0.227202
-7.52478	0.32329
-7.42478	0.416147
-7.32478	0.504846
-7.22478	0.588501
-7.12478	0.666276
-7.02478	0.737394
-6.92478	0.801144
-6.82478	0.856889
-6.72478	0.904072
-6.62478	0.942222
-6.52478	0.970958
-6.42478	0.989992
-6.32478	0.999135
-6.22478	0.998295
-6.12478	0.98748
-6.02478	0.966798
-5.92478	0.936457
-5.82478	0.896758
-5.72478	0.8481
-5.62478	0.790968
-5.52478	0.725932
-5.42478	0.653644
-5.32478	0.574824
-5.22478	0.490261
-5.12478	0.400799
-5.02478	0.307333
-4.92478	0.210796
-4.82478	0.112153
-4.72478	0.0123887
-4.62478	-0.087499
-4.52478	-0.186512
-4.42478	-0.283662
-4.32478	-0.377978
-4.22478	-0.468517
-4.12478	-0.554374
-4.02478	-0.634693
-3.92478	-0.70867
-3.82478	-0.775566
-3.72478	-0.834713
-3.62478	-0.88552
-3.52478	-0.927478
-3.42478	-0.96017
-3.32478	-0.983268
-3.22478	-0.996542
-3.12478	-0.999859
-3.02478	-0.993185
-2.92478	-0.976588
-2.82478	-0.950233
-2.72478	-0.914383
-2.62478	-0.869397
-2.52478	-0.815725
-2.42478	-0.753902
-2.32478	-0.684547
-2.22478	-0.608351
-2.12478	-0.526078
-2.02478	-0.438547
-1.92478	-0.346635
-1.82478	-0.25126
-1.72478	-0.153374
-1.62478	-0.0539554
-1.52478	0.0460021
-1.42478	0.1455
-1.32478	0.243544
-1.22478	0.339155
-1.12478	0.431377
-1.02478	0.519289
-0.924778	0.602012
-0.824778	0.67872
-0.724778	0.748647
-0.624778	0.811093
-0.524778	0.865435
-0.424778	0.91113
-0.324778	0.947722
-0.224778	0.974844
-0.124778	0.992225
-0.024778	0.999693
0.075222	0.997172
0.175222	0.984688
0.275222	0.962365
0.375222	0.930426
0.475222	0.889191
0.575222	0.839072
0.675222	0.780568
0.775222	0.714266
0.875222	0.640826
0.975222	0.560984
1.07522	0.475537
1.17522	0.385338
1.27522	0.291289
1.37522	0.19433
1.47522	0.0954289
1.57522	-0.0044257
1.67522	-0.104236
1.77522	-0.203005
1.87522	-0.299745
1.97522	-0.393491
2.07522	-0.483305
2.17522	-0.56829
2.27522	-0.647596
2.37522	-0.720432
2.47522	-0.78607
2.57522	-0.843854
2.67522	-0.893206
2.77522	-0.933634
2.87522	-0.964733
2.97522	-0.986192
3.07522	-0.997798
3.17522	-0.999435
3.27522	-0.991085
3.37522	-0.972833
3.47522	-0.94486
3.57522	-0.907447
3.67522	-0.860967
3.77522	-0.805884
3.87522	-0.742749
3.97522	-0.672193
4.07522	-0.594921
4.17522	-0.511704
4.27522	-0.423375
4.37522	-0.330815
4.47522	-0.23495
4.57522	-0.136737
4.67522	-0.0371584
4.77522	0.0627917
4.87522	0.162114
4.97522	0.259817
5.07522	0.354924
5.17522	0.446485
5.27522	0.533584
5.37522	0.615352
5.47522	0.690972
5.57522	0.759688
5.67522	0.820813
5.77522	0.873737
5.87522	0.917931
5.97522	0.952953
6.07522	0.978453
6.17522	0.994178
6.27522	0.999968
6.37522	0.995768
6.47522	0.981618
6.57522	0.957659
6.67522	0.924133
6.77522	0.881372
6.87522	0.829806
6.97522	0.769948
7.07522	0.702397
7.17522	0.627828
7.27522	0.546986
7.37522	0.460679
7.47522	0.369768
7.57522	0.275163
7.67522	0.177809
7.77522	0.0786782
7.87522	-0.0212388
7.97522	-0.120944
8.07522	-0.21944
8.17522	-0.315744
8.27522	-0.408893
8.37522	-0.497956
8.47522	-0.582044
8.57522	-0.660317
8.67522	-0.731991
8.77522	-0.796352
8.87522	-0.852757
8.97522	-0.90064
9.07522	-0.939525
9.17522	-0.969022
9.27522	-0.988837
9.37522	-0.998772
