-9.42478	-3.67394e-16
-9.32478	-0.0998334
-9.22478	-0.198669
-9.12478	-0.29552
-9.02478	-0.389418
-8.92478	-0.479426
-8.82478	-0.564642
-8.72478	-0.644218
-8.62478	-0.717356
-8.52478	-0.783327
-8.42478	-0.841471
-8.32478	-0.891207
-8.22478	-0.932039
-8.12478	-0.963558
-8.02478	-0.98545
-7.92478	-0.997495
-7.82478	-0.999574
-7.72478	-0.991665
-7.62478	-0.973848
-7.52478	-0.9463
-7.42478	-0.909297
-7.32478	-0.863209
-7.22478	-0.808496
-7.12478	-0.745705
-7.02478	-0.675463
-6.92478	-0.598472
-6.82478	-0.515501
-6.72478	-0.42738
-6.62478	-0.334988
-6.52478	-0.239249
-6.42478	-0.14112
-6.32478	-0.0415807
-6.22478	0.0583741
-6.12478	0.157746
-6.02478	0.255541
-5.92478	0.350783
-5.82478	0.44252
-5.72478	0.529836
-5.62478	0.611858
-5.52478	0.687766
-5.42478	0.756802
-5.32478	0.818277
-5.22478	0.871576
-5.12478	0.916166
-5.02478	0.951602
-4.92478	0.97753
-4.82478	0.993691
-4.72478	0.999923
-4.62478	0.996165
-4.52478	0.982453
-4.42478	0.958924
-4.32478	0.925815
-4.22478	0.883455
-4.12478	0.832267
-4.02478	0.772764
-3.92478	0.70554
-3.82478	0.631267
-3.72478	0.550686
-3.62478	0.464602
-3.52478	0.373877
-3.42478	0.279415
-3.32478	0.182163
-3.22478	0.0830894
-3.12478	-0.0168139
-3.02478	-0.116549
-2.92478	-0.21512
-2.82478	-0.311541
-2.72478	-0.40485
-2.62478	-0.494113
-2.52478	-0.57844
-2.42478	-0.656987
-2.32478	-0.728969
-2.22478	-0.793668
-2.12478	-0.850437
-2.02478	-0.898708
-1.92478	-0.938
-1.82478	-0.96792
-1.72478	-0.988168
-1.62478	-0.998543
-1.52478	-0.998941
-1.42478	-0.989358
-1.32478	-0.96989
-1.22478	-0.940731
-1.12478	-0.902172
-1.02478	-0.854599
-0.924778	-0.798487
-0.824778	-0.734397
-0.724778	-0.662969
-0.624778	-0.584917
-0.524778	-0.501021
-0.424778	-0.412118
-0.324778	-0.319098
-0.224778	-0.22289
-0.124778	-0.124454
-0.024778	-0.0247754
0.075222	0.0751511
0.175222	0.174327
0.275222	0.271761
0.375222	0.366479
0.475222	0.457536
0.575222	0.544021
0.675222	0.625071
0.775222	0.699875
0.875222	0.767686
0.975222	0.827826
1.07522	0.879696
1.17522	0.922775
1.27522	0.956635
1.37522	0.980936
1.47522	0.995436
1.57522	0.99999
1.67522	0.994553
1.77522	0.979178
1.87522	0.954019
1.97522	0.919329
2.07522	0.875452
2.17522	0.822829
2.27522	0.761984
2.37522	0.693525
2.47522	0.618137
2.57522	0.536573
2.67522	0.449647
2.77522	0.358229
2.87522	0.263232
2.97522	0.165604
3.07522	0.0663219
3.17522	-0.033623
3.27522	-0.133232
3.37522	-0.23151
3.47522	-0.327474
3.57522	-0.420167
3.67522	-0.508661
3.77522	-0.592074
3.87522	-0.66957
3.97522	-0.740376
4.07522	-0.803784
4.17522	-0.859162
4.27522	-0.905955
4.37522	-0.943696
4.47522	-0.972008
4.57522	-0.990607
4.67522	-0.999309
4.77522	-0.998027
4.87522	-0.986772
4.97522	-0.965658
5.07522	-0.934895
5.17522	-0.894791
5.27522	-0.845747
5.37522	-0.788252
5.47522	-0.722881
5.57522	-0.650288
5.67522	-0.571197
5.77522	-0.486399
5.87522	-0.396741
5.97522	-0.303118
6.07522	-0.206467
6.17522	-0.107754
6.27522	-0.00796318
6.37522	0.0919069
6.47522	0.190859
6.57522	0.287903
6.67522	0.382071
6.77522	0.472422
6.87522	0.558052
6.97522	0.638107
7.07522	0.711785
7.17522	0.778352
7.27522	0.837142
7.37522	0.887567
7.47522	0.929124
7.57522	0.961397
7.67522	0.984065
7.77522	0.9969
7.87522	0.999774
7.97522	0.992659
8.07522	0.975626
8.17522	0.948844
8.27522	0.912582
8.37522	0.867202
8.47522	0.813157
8.57522	0.750987
8.67522	0.681314
8.77522	0.604833
8.87522	0.522309
8.97522	0.434566
9.07522	0.342481
9.17522	0.246974
9.27522	0.148999
9.37522	0.0495356
